shipment_id,transaction_id,origin_country_id,destination_country_id,departure_date,arrival_date,declared_weight_kg,declared_value,mode,container_ref
SHIP0004661,TXN0004778,GB,NG,2022-09-22,2022-10-02,1893563.6,3398.58,air,CNT382735
SHIP0004662,TXN0004779,GB,QA,2024-12-18,2025-01-02,13003.1,169029.34,sea,CNT323966
SHIP0004663,TXN0004780,GB,ES,2023-07-13,2023-08-06,7138.8,52007.45,air,CNT373758
SHIP0004664,TXN0004781,MY,GB,2024-07-05,2024-07-28,6381.7,15367.36,sea,CNT651384
SHIP0004665,TXN0004782,GB,BR,2022-01-18,2022-01-30,2146801.9,498.08,air,CNT767977
SHIP0004666,TXN0004783,GB,US,2022-05-13,2022-05-23,31817.4,50332.79,air,CNT762633
SHIP0004667,TXN0004784,GB,JP,2022-08-18,2022-09-08,283.5,74715.93,air,CNT657413
SHIP0004668,TXN0004785,GB,SA,2022-04-10,2022-04-28,367.5,332454.9,sea,CNT360896
SHIP0004669,TXN0004787,GH,GB,2024-06-01,2024-06-24,562118.0,11501345.09,road,CNT136856
SHIP0004670,TXN0004788,IN,GB,2023-03-10,2023-04-11,130121.9,1063548.74,sea,CNT625299
SHIP0004671,TXN0004789,CN,GB,2022-04-05,2022-04-12,93519.7,942593.91,road,CNT265200
SHIP0004672,TXN0004790,PL,GB,2022-05-02,2022-06-01,1679618.2,427.17,air,CNT376645
SHIP0004673,TXN0004791,GB,VN,2022-10-23,2022-11-15,54312.9,1505416.51,sea,CNT932972
SHIP0004674,TXN0004792,GH,GB,2024-03-15,2024-03-29,102998.7,11455.58,sea,CNT297770
SHIP0004675,TXN0004793,BR,GB,2024-06-02,2024-07-01,33751.2,83555.83,sea,CNT570747
SHIP0004676,TXN0004794,GB,EG,2023-08-20,2023-09-17,6130.0,98895.55,sea,CNT149384
SHIP0004677,TXN0004795,GB,GB,2024-09-27,2024-10-24,628802.6,37880715.34,sea,CNT204633
SHIP0004678,TXN0004796,IN,GB,2024-10-19,2024-11-01,2576.2,13731.54,sea,CNT123347
SHIP0004679,TXN0004797,EG,GB,2024-04-27,2024-05-06,9010.7,9852.84,air,CNT593238
SHIP0004680,TXN0004798,NL,GB,2022-04-06,2022-04-29,2510199.8,5678.75,air,CNT959360
SHIP0004681,TXN0004799,GB,SA,2024-09-06,2024-09-29,4493.1,47781.41,road,CNT940524
SHIP0004682,TXN0004800,AE,GB,2024-09-27,2024-10-09,8506.1,171099.24,sea,CNT767636
SHIP0004683,TXN0004801,GB,US,2023-09-15,2023-10-14,2369.4,38532.21,sea,CNT203909
SHIP0004684,TXN0004802,GB,GB,2023-10-22,2023-11-22,337839.6,702.61,air,CNT230953
SHIP0004685,TXN0004803,QA,GB,2024-05-10,2024-05-21,33210.7,108594.97,road,CNT970978
SHIP0004686,TXN0004804,GB,ES,2023-10-18,2023-11-10,1047083.3,1824921.18,sea,CNT447525
SHIP0004687,TXN0004806,TH,GB,2024-02-06,2024-03-02,4821.2,58261.69,air,CNT661750
SHIP0004688,TXN0004808,GB,KE,2022-06-11,2022-06-25,1930.5,26353.07,road,CNT984196
SHIP0004689,TXN0004809,GB,GB,2024-01-19,2024-02-14,64379.8,3965031.79,air,CNT737230
SHIP0004690,TXN0004810,SA,GB,2022-07-16,2022-08-12,410.2,107328.97,sea,CNT967679
SHIP0004691,TXN0004811,GB,IN,2023-09-28,2023-10-04,333155.7,1511.97,air,CNT695939
SHIP0004692,TXN0004812,GB,EG,2022-05-08,2022-05-29,93834.7,311744.85,air,CNT670443
SHIP0004693,TXN0004813,AE,GB,2024-12-29,2025-01-09,75443.9,1886996.51,air,CNT132590
SHIP0004694,TXN0004814,GB,IT,2024-01-06,2024-01-22,216.1,75707.68,air,CNT401732
SHIP0004695,TXN0004815,KR,GB,2023-06-04,2023-06-19,5006.8,27408.06,air,CNT426578
SHIP0004696,TXN0004816,GB,AU,2023-07-12,2023-07-27,803659.3,19308.85,sea,CNT248516
SHIP0004697,TXN0004817,GB,NG,2023-11-12,2023-11-30,4737.0,14217.75,sea,CNT137809
SHIP0004698,TXN0004818,AU,GB,2022-05-19,2022-06-13,2750.1,44893.04,sea,CNT168920
SHIP0004699,TXN0004819,GB,GB,2023-07-19,2023-07-30,33807.8,1425.96,road,CNT928770
SHIP0004700,TXN0004820,VN,GB,2024-02-28,2024-03-08,852610.2,56066.31,air,CNT570400
SHIP0004701,TXN0004821,GB,MY,2022-10-21,2022-11-01,802.0,30729.98,sea,CNT201923
SHIP0004702,TXN0004822,PL,GB,2023-06-14,2023-07-18,579.2,13503.95,sea,CNT628555
SHIP0004703,TXN0004823,GB,ES,2022-12-31,2023-01-07,1524.8,148498.57,air,CNT437380
SHIP0004704,TXN0004824,NG,GB,2022-06-30,2022-07-16,496.9,148489.52,air,CNT759464
SHIP0004705,TXN0004825,GB,ZA,2024-12-17,2025-01-18,590826.0,65738.97,road,CNT111542
SHIP0004706,TXN0004826,ES,GB,2023-10-19,2023-11-09,708.1,3668.36,air,CNT822116
SHIP0004707,TXN0004827,GB,IE,2023-03-09,2023-04-12,87022.1,722447.26,air,CNT800890
SHIP0004708,TXN0004828,EG,GB,2023-01-08,2023-01-27,2184.2,50552.34,sea,CNT499692
SHIP0004709,TXN0004829,GB,IN,2024-01-24,2024-02-07,678.6,7104.17,road,CNT328136
SHIP0004710,TXN0004830,GB,VN,2022-05-08,2022-05-13,8618.3,130911.0,road,CNT766700
SHIP0004711,TXN0004831,FR,GB,2023-09-17,2023-09-22,4422.3,15158.4,sea,CNT902167
SHIP0004712,TXN0004832,GB,GH,2022-09-19,2022-09-25,17494.8,558125.74,sea,CNT313169
SHIP0004713,TXN0004833,SA,GB,2024-09-08,2024-09-30,2096.2,260439.06,sea,CNT749165
SHIP0004714,TXN0004834,US,GB,2024-05-14,2024-06-01,1088635.4,6895.34,sea,CNT636200
SHIP0004715,TXN0004835,GB,IT,2024-04-13,2024-04-20,2160.9,82640.83,air,CNT772625
SHIP0004716,TXN0004836,EG,GB,2022-06-14,2022-07-13,1263211.9,61755.06,sea,CNT567572
SHIP0004717,TXN0004837,GB,AU,2022-04-08,2022-05-07,34427.0,2981.48,road,CNT225119
SHIP0004718,TXN0004838,GB,BR,2023-05-24,2023-06-04,25741.8,4570.42,sea,CNT271888
SHIP0004719,TXN0004839,GB,KE,2023-02-01,2023-02-14,893921.2,6399.07,road,CNT291590
SHIP0004720,TXN0004840,GB,GB,2024-03-10,2024-03-27,203.0,152735.35,sea,CNT721094
SHIP0004721,TXN0004841,JP,GB,2024-02-28,2024-03-13,952378.5,652.03,sea,CNT444927
SHIP0004722,TXN0004842,AE,GB,2023-03-15,2023-04-03,71278.1,36390.57,sea,CNT893586
SHIP0004723,TXN0004843,SG,GB,2022-07-04,2022-07-11,1113.4,37700.48,road,CNT280528
SHIP0004724,TXN0004844,CN,GB,2022-12-29,2023-01-08,2981.8,17344.75,sea,CNT776566
SHIP0004725,TXN0004845,GB,FR,2023-07-12,2023-08-15,13074.2,14119.58,sea,CNT402337
SHIP0004726,TXN0004846,GB,IE,2022-10-09,2022-10-18,1374102.8,2958.71,sea,CNT383127
SHIP0004727,TXN0004847,GB,PT,2022-12-17,2023-01-14,219929.2,1371211.35,sea,CNT429479
SHIP0004728,TXN0004848,MY,GB,2022-09-28,2022-10-04,2955888.4,140.53,air,CNT192851
SHIP0004729,TXN0004850,US,GB,2023-10-26,2023-11-02,5292.9,115628.98,sea,CNT424598
SHIP0004730,TXN0004851,GB,EG,2025-01-06,2025-01-11,26973.0,2587666.11,sea,CNT535736
SHIP0004731,TXN0004852,GB,CA,2024-11-12,2024-11-20,1260372.3,15005.57,sea,CNT286826
SHIP0004732,TXN0004853,VN,GB,2024-10-19,2024-10-29,3333705.0,30594230.26,sea,CNT789292
SHIP0004733,TXN0004854,GB,GH,2023-12-29,2024-01-09,12464.8,400818.09,road,CNT693030
SHIP0004734,TXN0004855,GB,PT,2024-04-06,2024-04-11,1608.8,1187.87,sea,CNT803200
SHIP0004735,TXN0004856,GB,MY,2022-03-14,2022-04-01,25944.3,628132.16,air,CNT877621
SHIP0004736,TXN0004857,ES,GB,2022-08-16,2022-09-12,235572.3,31474.07,sea,CNT381865
SHIP0004737,TXN0004858,GB,NG,2024-02-21,2024-03-10,4151530.4,1048771.97,sea,CNT707980
SHIP0004738,TXN0004859,GB,KR,2024-12-24,2025-01-27,2726.8,26759.97,sea,CNT456479
SHIP0004739,TXN0004860,GB,IE,2024-10-01,2024-10-22,1414.4,27016.64,air,CNT427274
SHIP0004740,TXN0004862,GB,KR,2022-05-03,2022-05-11,35389.8,315835.36,air,CNT935940
SHIP0004741,TXN0004863,GB,EG,2024-12-03,2024-12-01,1922.4,16394.85,sea,CNT519789
SHIP0004742,TXN0004864,GB,IE,2022-12-18,2022-12-25,4506.0,200821.55,sea,CNT441686
SHIP0004743,TXN0004865,GB,GB,2022-02-19,2022-02-27,162576.1,15928.36,sea,CNT197520
SHIP0004744,TXN0004866,AU,GB,2024-04-29,2024-06-02,1155255.0,3302.76,sea,CNT608657
SHIP0004745,TXN0004867,TR,GB,2022-07-17,2022-07-25,8067.3,58595.79,sea,CNT760594
SHIP0004746,TXN0004868,GB,PT,2022-12-05,2022-12-15,1549.9,77140.19,sea,CNT396401
SHIP0004747,TXN0004869,GB,ZA,2024-01-20,2024-02-01,1981555.6,7951.53,sea,CNT920468
SHIP0004748,TXN0004870,GB,KE,2024-11-28,2024-12-14,690932.6,35596.69,road,CNT355778
SHIP0004749,TXN0004871,GB,IN,2024-09-28,2024-10-06,12313.8,174209.59,air,CNT665693
SHIP0004750,TXN0004872,GB,US,2022-07-02,2022-07-15,44190.8,1856.76,sea,CNT218398
SHIP0004751,TXN0004874,GB,BR,2024-06-10,2024-06-26,64772.1,490716.08,air,CNT657640
SHIP0004752,TXN0004875,GB,VN,2022-12-18,2022-12-24,479.5,40077.36,air,CNT139759
SHIP0004753,TXN0004876,GB,CA,2022-03-31,2022-04-14,852.0,1530734.58,road,CNT529297
SHIP0004754,TXN0004877,GB,ZA,2023-10-13,2023-10-20,2988.1,4328.52,sea,CNT380590
SHIP0004755,TXN0004878,JP,GB,2023-12-26,2024-01-16,18445.1,4502.12,sea,CNT652440
SHIP0004756,TXN0004879,GB,US,2025-01-06,2025-01-30,738251.9,11114.2,sea,CNT164876
SHIP0004757,TXN0004880,DE,GB,2023-06-25,2023-07-08,4718696.6,8980.02,sea,CNT431414
SHIP0004758,TXN0004881,GB,CA,2024-05-30,2024-06-19,3390.0,91199.06,road,CNT453203
SHIP0004759,TXN0004882,AE,GB,2023-08-18,2023-09-11,2310.0,15452.03,air,CNT978663
SHIP0004760,TXN0004883,GB,AE,2024-10-11,2024-10-23,171625.0,3796.11,sea,CNT524756
SHIP0004761,TXN0004884,GB,IN,2023-06-23,2023-07-24,22780.3,1196934.13,sea,CNT254091
SHIP0004762,TXN0004885,TH,GB,2024-01-16,2024-02-13,6033250.8,8591.26,sea,CNT203877
SHIP0004763,TXN0004886,GB,TR,2024-11-26,2024-12-21,504.4,49218.2,sea,CNT219005
SHIP0004764,TXN0004887,GB,MY,2024-08-23,2024-09-25,588001.3,604.31,air,CNT408974
SHIP0004765,TXN0004888,GB,CA,2023-03-22,2023-04-22,17185.0,78606.3,road,CNT581288
SHIP0004766,TXN0004889,GB,BR,2023-07-17,2023-08-13,2585.3,106839.54,road,CNT443116
SHIP0004767,TXN0004890,IN,GB,2023-10-15,2023-10-25,190529.3,2469.21,sea,CNT219543
SHIP0004768,TXN0004891,GB,ES,2022-05-25,2022-05-31,91408.9,953095.85,sea,CNT819152
SHIP0004769,TXN0004892,GH,GB,2022-09-21,2022-10-20,296314.3,1271212.31,air,CNT572878
SHIP0004770,TXN0004893,GB,VN,2024-02-24,2024-03-20,1234468.8,11395.13,air,CNT356373
SHIP0004771,TXN0004894,GB,TH,2022-03-28,2022-04-08,1269717.7,4203.02,air,CNT239157
SHIP0004772,TXN0004895,GB,ZA,2023-10-28,2023-11-06,1103130.0,4023.69,air,CNT528080
SHIP0004773,TXN0004896,GB,IT,2023-06-23,2023-07-11,4557.0,540801.64,sea,CNT896606
SHIP0004774,TXN0004897,GH,GB,2023-06-19,2023-07-05,1513421.8,44197.5,sea,CNT968996
SHIP0004775,TXN0004898,MY,GB,2024-07-21,2024-08-17,19324.7,68.44,air,CNT983080
SHIP0004776,TXN0004899,IN,GB,2022-11-05,2022-12-08,505.8,68483.48,sea,CNT146015
SHIP0004777,TXN0004900,GB,GB,2024-05-24,2024-05-30,1410.4,77756.06,sea,CNT182541
SHIP0004778,TXN0004901,GB,GB,2024-05-18,2024-05-25,1375.5,112081.91,sea,CNT551379
SHIP0004779,TXN0004902,NL,GB,2024-12-25,2025-01-18,1284.8,12208.03,sea,CNT365879
SHIP0004780,TXN0004903,GB,TH,2024-06-24,2024-07-28,1104.3,7951.65,sea,CNT915187
SHIP0004781,TXN0004904,DE,GB,2023-07-13,2023-07-23,153146.7,5033.06,air,CNT646319
SHIP0004782,TXN0004905,GB,KE,2023-02-11,2023-03-05,28644.1,4627.05,sea,CNT126104
SHIP0004783,TXN0004906,GB,GB,2024-05-14,2024-05-22,10455.7,16384.41,air,CNT382519
SHIP0004784,TXN0004907,VN,GB,2024-10-21,2024-10-29,406136.0,6078.2,road,CNT159195
SHIP0004785,TXN0004908,GB,CA,2022-11-12,2022-12-08,368797.4,10361.9,sea,CNT682247
SHIP0004786,TXN0004909,GB,AU,2023-02-19,2023-03-23,3924.6,1592.52,sea,CNT125087
SHIP0004787,TXN0004910,GB,FR,2023-07-08,2023-08-10,2649.7,96254.12,sea,CNT161742
SHIP0004788,TXN0004911,GB,IT,2022-05-01,2022-05-26,3240.5,2207908.05,sea,CNT114762
SHIP0004789,TXN0004912,QA,GB,2022-12-17,2023-01-12,2259708.9,863.27,sea,CNT161360
SHIP0004790,TXN0004913,GB,KE,2022-07-06,2022-07-25,988.6,5146.68,sea,CNT291050
SHIP0004791,TXN0004914,GB,IN,2024-05-03,2024-05-12,5571.1,4054.17,sea,CNT857302
SHIP0004792,TXN0004915,GB,IT,2023-06-30,2023-08-01,177803.2,261381.24,road,CNT575996
SHIP0004793,TXN0004916,GB,NL,2023-10-30,2023-11-08,60246.9,7956.32,air,CNT946362
SHIP0004794,TXN0004917,GB,CA,2022-04-04,2022-04-23,380464.6,2298.72,sea,CNT223027
SHIP0004795,TXN0004918,KR,GB,2023-09-28,2023-10-10,39328.0,997145.97,air,CNT737247
SHIP0004796,TXN0004919,EG,GB,2024-03-06,2024-04-06,15057.4,5726.59,sea,CNT830649
SHIP0004797,TXN0004920,GH,GB,2024-01-28,2024-02-03,821.1,21101.37,air,CNT217873
SHIP0004798,TXN0004921,GB,DE,2024-05-23,2024-06-10,6257.3,2521419.14,road,CNT179279
SHIP0004799,TXN0004922,GB,US,2022-05-07,2022-06-02,47889.7,38291.39,sea,CNT543290
SHIP0004800,TXN0004923,GB,TH,2023-08-30,2023-09-25,8747781.7,8633157.69,air,CNT123506
SHIP0004801,TXN0004924,GB,TH,2023-06-22,2023-07-04,984076.5,6189.6,sea,CNT616999
SHIP0004802,TXN0004925,GB,NG,2024-09-08,2024-09-13,53369.1,8715.37,sea,CNT123146
SHIP0004803,TXN0004926,GB,GH,2024-02-01,2024-02-10,5440.6,230116.73,sea,CNT507132
SHIP0004804,TXN0004927,PL,GB,2024-11-19,,169.4,202150.54,sea,CNT144607
SHIP0004805,TXN0004928,GB,ES,2022-02-05,2022-02-11,80750.9,3967.13,sea,CNT694544
SHIP0004806,TXN0004929,GB,NL,2023-05-13,,9152.0,12817.91,sea,CNT152215
SHIP0004807,TXN0004930,GB,FR,2024-02-17,2024-03-11,2814.9,4484.09,air,CNT567982
SHIP0004808,TXN0004931,VN,GB,2022-04-11,2022-05-14,78431.1,13466.47,road,CNT246829
SHIP0004809,TXN0004932,GB,KE,2023-12-17,2023-12-23,1715.8,333627.2,sea,CNT522802
SHIP0004810,TXN0004933,TR,GB,2022-09-16,2022-09-30,50553.7,2183.85,air,CNT292728
SHIP0004811,TXN0004934,GB,TH,2022-03-29,2022-05-01,17048.0,190395.07,sea,CNT113382
SHIP0004812,TXN0004935,GB,KE,2023-12-30,2024-01-06,127947.9,7459.46,air,CNT470570
SHIP0004813,TXN0004936,GB,KR,2023-04-15,2023-05-12,80820.9,9162.25,air,CNT613964
SHIP0004814,TXN0004937,GB,PT,2023-03-25,2023-04-17,4047.9,37640.25,air,CNT496934
SHIP0004815,TXN0004938,GB,AU,2022-12-31,2023-01-11,4402.6,55363.4,sea,CNT153817
SHIP0004816,TXN0004939,SG,GB,2024-01-29,2024-02-22,3589.8,1168255.46,road,CNT176327
SHIP0004817,TXN0004940,IT,GB,2023-11-15,2023-12-01,167.4,5094.66,sea,CNT645211
SHIP0004818,TXN0004941,GB,CN,2024-01-09,2024-02-10,5070.0,86985.96,sea,CNT396318
SHIP0004819,TXN0004942,GB,GH,2024-05-21,2024-05-29,69097.9,3426.11,sea,CNT551531
SHIP0004820,TXN0004943,GB,NL,2023-11-01,2023-11-26,27277.3,527.26,sea,CNT161218
SHIP0004821,TXN0004944,NG,GB,2022-03-31,2022-04-06,2704972.9,1164.12,road,CNT514280
SHIP0004822,TXN0004945,GB,NL,2022-06-29,2022-07-22,2050.5,334648.74,sea,CNT255165
SHIP0004823,TXN0004946,GB,KR,2024-12-27,2025-01-01,13031.9,4719.79,sea,CNT886558
SHIP0004824,TXN0004947,GB,KE,2022-11-19,2022-12-19,13906.3,357213.39,sea,CNT328532
SHIP0004825,TXN0004948,TR,GB,2023-04-16,2023-04-30,1732.7,211286.44,sea,CNT108221
SHIP0004826,TXN0004949,GB,NG,2023-02-26,2023-03-26,353723.3,474223.19,sea,CNT364139
SHIP0004827,TXN0004950,GB,DE,2024-12-25,2025-01-21,5249.5,20524.58,road,CNT354996
SHIP0004828,TXN0004952,BR,GB,2023-06-23,2023-07-20,1199.4,136952.38,sea,CNT538364
SHIP0004829,TXN0004953,GB,GB,2024-01-27,2024-02-06,37223.1,2304843.51,road,CNT242588
SHIP0004830,TXN0004954,PL,GB,2023-08-30,2023-09-17,19200.3,58637.55,air,CNT592845
SHIP0004831,TXN0004955,GB,GB,2023-12-17,2024-01-08,36631.8,68554.53,sea,CNT222769
SHIP0004832,TXN0004956,GB,AU,2024-11-13,2024-12-08,73543.9,3139.81,sea,CNT238641
SHIP0004833,TXN0004957,PT,GB,2024-01-10,2024-02-09,3017.7,162324.48,sea,CNT327056
SHIP0004834,TXN0004958,IT,GB,2022-05-12,2022-05-23,21270.7,2462968.68,sea,CNT723362
SHIP0004835,TXN0004959,GB,SA,2023-07-09,2023-08-05,1584461.4,1931.86,road,CNT129931
SHIP0004836,TXN0004960,IT,GB,2024-06-26,2024-07-30,2123.3,73196.74,air,CNT321255
SHIP0004837,TXN0004961,GB,PL,2022-02-20,2022-03-10,516353.8,2059.18,air,CNT482156
SHIP0004838,TXN0004962,GB,AE,2023-01-30,2023-02-07,1684.4,46653.1,air,CNT942855
SHIP0004839,TXN0004963,GB,BR,2022-08-13,2022-09-14,831.9,460681.25,air,CNT611162
SHIP0004840,TXN0004964,VN,GB,2024-03-04,2024-03-19,416.8,130332.58,sea,CNT180883
SHIP0004841,TXN0004965,NL,GB,2022-06-08,2022-06-18,10918.4,247848.9,road,CNT846969
SHIP0004842,TXN0004966,GB,IN,2023-11-22,2023-12-19,781420.9,1923.46,sea,CNT564566
SHIP0004843,TXN0004967,PL,GB,2022-03-18,2022-04-15,1131211.2,10283.03,sea,CNT229769
SHIP0004844,TXN0004968,AE,GB,2024-10-16,2024-11-10,711450.3,1945.38,sea,CNT938355
SHIP0004845,TXN0004969,IN,GB,2022-12-22,2023-01-17,28022.6,151838.35,air,CNT780079
SHIP0004846,TXN0004970,GB,PL,2023-04-01,2023-05-02,5178843.7,19463104.99,sea,CNT834103
SHIP0004847,TXN0004971,GB,EG,2024-05-16,2024-05-23,32554.0,630376.75,road,CNT531559
SHIP0004848,TXN0004972,GB,ES,2023-02-26,2023-03-23,6924.2,344148.99,air,CNT728655
SHIP0004849,TXN0004973,GB,DE,2022-05-14,2022-06-15,727112.4,9376290.06,road,CNT886381
SHIP0004850,TXN0004974,GB,FR,2024-09-20,2024-10-24,450699.5,5673.41,sea,CNT858412
SHIP0004851,TXN0004975,GB,GH,2022-05-06,2022-05-12,3640.5,27086.23,sea,CNT234114
SHIP0004852,TXN0004976,GB,TR,2023-07-02,2023-08-03,120834.2,1348492.52,road,CNT613877
SHIP0004853,TXN0004977,CN,GB,2022-05-21,2022-06-21,17706.4,47760.63,road,CNT889266
SHIP0004854,TXN0004978,GB,JP,2024-02-11,2024-02-16,71857.4,1070655.68,sea,CNT453022
SHIP0004855,TXN0004979,GB,US,2022-10-27,2022-11-03,414.8,88403.28,sea,CNT951008
SHIP0004856,TXN0004980,CA,GB,2024-10-24,2024-11-21,88813.3,621571.81,road,CNT312472
SHIP0004857,TXN0004981,GB,SA,2022-08-12,2022-08-25,13290.0,2044.89,sea,CNT102233
SHIP0004858,TXN0004982,DE,GB,2024-01-11,2024-01-30,72097.1,234142.1,air,CNT170845
SHIP0004859,TXN0004983,ES,GB,2022-01-19,2022-01-25,1349.2,11271.87,sea,CNT706752
SHIP0004860,TXN0004984,GB,FR,2022-05-14,2022-06-01,34494.4,6983.29,sea,CNT580721
SHIP0004861,TXN0004985,GB,AU,2022-11-09,2022-11-20,214335.5,97.47,road,CNT652090
SHIP0004862,TXN0004986,GB,KE,2024-09-04,2024-09-12,118459.0,1372474.74,sea,CNT532099
SHIP0004863,TXN0004987,GB,TR,2024-12-30,2025-01-18,4729140.6,55203282.39,sea,CNT962051
SHIP0004864,TXN0004988,GB,IT,2023-11-06,2023-11-24,62784.0,771055.49,sea,CNT440728
SHIP0004865,TXN0004989,GB,CN,2023-01-09,2023-01-16,3076923.2,9354.11,air,CNT421108
SHIP0004866,TXN0004990,GB,PL,2022-12-15,2023-01-07,77824.4,958473.48,road,CNT353101
SHIP0004867,TXN0004991,GB,CN,2022-08-25,2022-09-18,2284305.6,1284.15,sea,CNT599483
SHIP0004868,TXN0004992,GB,BR,2023-01-14,2023-01-19,30091.2,12471.66,road,CNT923372
SHIP0004869,TXN0004993,GB,SG,2023-07-04,2023-07-11,2373.4,41236.57,sea,CNT530142
SHIP0004870,TXN0004994,GB,CA,2024-01-31,2024-02-10,2829832.7,611.07,road,CNT536081
SHIP0004871,TXN0004995,GB,CA,2022-09-11,2022-09-23,46488.7,2945909.81,sea,CNT842625
SHIP0004872,TXN0004996,GB,ES,2022-02-12,2022-03-13,2989.5,498423.35,sea,CNT508065
SHIP0004873,TXN0004997,IE,GB,2023-09-08,2023-09-29,22862.0,12021.66,air,CNT237921
SHIP0004874,TXN0004998,BR,GB,2022-09-29,2022-10-06,1518.2,71956.28,sea,CNT891224
SHIP0004875,TXN0004999,GB,NL,2023-03-25,2023-04-22,59023.0,365289.55,sea,CNT354805
SHIP0004876,TXN0005000,GB,IE,2024-02-26,2024-03-17,87619.4,1191708.66,sea,CNT725180
SHIP0004877,TXN0005001,NL,GB,2024-09-13,2024-09-30,2886603.6,6886.22,sea,CNT434624
SHIP0004878,TXN0005002,CA,GB,2023-08-13,2023-09-11,1642411.3,7218.89,sea,CNT807218
SHIP0004879,TXN0005003,CN,GB,2024-10-15,2024-10-24,35828.8,5533.88,road,CNT689790
SHIP0004880,TXN0005004,GB,NG,2022-10-29,2022-11-28,2912.1,208519.44,sea,CNT402883
SHIP0004881,TXN0005005,GB,IT,2024-02-27,2024-03-03,10209.4,11740.6,road,CNT295766
SHIP0004882,TXN0005006,GB,KE,2024-12-16,2025-01-05,3868.2,683733.18,road,CNT774616
SHIP0004883,TXN0005007,NG,GB,2022-09-01,2022-10-01,502.1,29851.76,sea,CNT523150
SHIP0004884,TXN0005008,US,GB,2024-03-25,2024-04-27,37260.6,574240.46,sea,CNT786880
SHIP0004885,TXN0005009,VN,GB,2023-06-10,2023-06-21,5565.5,22749.28,sea,CNT647208
SHIP0004886,TXN0005010,KE,GB,2024-08-25,2024-09-09,68790.2,72713019.92,sea,CNT109040
SHIP0004887,TXN0005011,QA,GB,2022-12-05,2023-01-02,2045.2,131086.75,sea,CNT762749
SHIP0004888,TXN0005012,GB,CN,2024-11-22,2024-12-01,38542.3,2100240.37,sea,CNT292677
SHIP0004889,TXN0005014,QA,GB,2024-02-17,2024-02-28,5624.8,31836.5,sea,CNT647143
SHIP0004890,TXN0005015,DE,GB,2022-02-06,2022-02-22,1819.4,14100.66,road,CNT219725
SHIP0004891,TXN0005016,AU,GB,2022-04-03,2022-05-07,626.1,51778.82,sea,CNT345880
SHIP0004892,TXN0005017,GB,MY,2023-12-30,2024-01-27,10109.9,88260.31,sea,CNT983468
SHIP0004893,TXN0005018,AE,GB,2023-06-17,2023-06-24,1039.6,6804.24,sea,CNT805310
SHIP0004894,TXN0005019,GB,NG,2022-12-30,2023-01-09,92101.6,191896.36,air,CNT995919
SHIP0004895,TXN0005020,NG,GB,2024-07-16,2024-07-26,646.4,84593.19,sea,CNT699635
SHIP0004896,TXN0005021,EG,GB,2023-06-21,2023-07-01,21159.5,1214375.96,air,CNT586902
SHIP0004897,TXN0005022,GH,GB,2023-05-22,2023-06-25,13713.0,490903.49,sea,CNT924754
SHIP0004898,TXN0005023,GB,PL,2022-12-27,2023-01-27,8181.1,65630.26,road,CNT397072
SHIP0004899,TXN0005024,BR,GB,2024-12-17,,350179.7,5754.96,sea,CNT902446
SHIP0004900,TXN0005025,ZA,GB,2023-02-09,2023-02-17,1461.4,39850.03,road,CNT390897
SHIP0004901,TXN0005026,DE,GB,2022-10-17,2022-11-19,60465.9,1414388.78,sea,CNT613345
SHIP0004902,TXN0005027,GB,MY,2024-01-16,2024-02-16,596965.3,38139.66,road,CNT534116
SHIP0004903,TXN0005028,PL,GB,2022-02-14,2022-03-14,269729.7,4686.59,sea,CNT506156
SHIP0004904,TXN0005029,IT,GB,2023-10-24,2023-11-08,1563742.7,638.95,air,CNT817782
SHIP0004905,TXN0005030,GB,TH,2023-09-18,2023-10-20,45128.7,7966.98,road,CNT497265
SHIP0004906,TXN0005031,GB,VN,2022-10-02,2022-10-21,486772.5,4284.01,sea,CNT818035
SHIP0004907,TXN0005032,EG,GB,2024-05-01,,684021.9,16775.05,road,CNT244252
SHIP0004908,TXN0005033,JP,GB,2022-02-24,2022-03-12,4743.0,4895.57,sea,CNT954210
SHIP0004909,TXN0005034,GB,IE,2024-12-16,2025-01-03,1605700.6,6582.64,sea,CNT187148
SHIP0004910,TXN0005035,GB,GB,2024-08-04,2024-08-24,1975.2,43762.26,air,CNT522957
SHIP0004911,TXN0005036,TR,GB,2022-07-14,2022-08-08,722251.6,5905.06,sea,CNT232408
SHIP0004912,TXN0005037,ES,GB,2023-06-29,2023-07-22,14892.0,9291.46,air,CNT173171
SHIP0004913,TXN0005038,GB,NG,2022-08-13,2022-09-07,86964.7,809.82,air,CNT812508
SHIP0004914,TXN0005039,JP,GB,2023-11-18,2023-12-08,4678.0,70896.67,sea,CNT719392
SHIP0004915,TXN0005040,GB,KR,2023-01-28,2023-02-25,2183.5,772125.22,road,CNT826814
SHIP0004916,TXN0005041,GB,JP,2023-06-26,2023-07-04,2547.0,20870.43,air,CNT802665
SHIP0004917,TXN0005042,IT,GB,2024-11-21,2024-12-16,114.8,32019.38,air,CNT872136
SHIP0004918,TXN0005043,GB,IT,2023-11-19,2023-12-19,1891.1,53008.31,air,CNT407074
SHIP0004919,TXN0005044,GB,ES,2024-08-11,2024-09-05,546.2,64512.43,road,CNT242939
SHIP0004920,TXN0005045,TR,GB,2023-11-26,2023-12-18,2112.8,111232.43,road,CNT400002
